agent,workload,network,seen,condition,episode,seed,total_tasks_generated,num_completed,num_failed,completion_rate,avg_latency_ms,deadline_met_rate,total_energy_joules,final_time_ms,task_seed,duration_ms,truncated,num_decisions,episode_return,p95_latency_ms,late_completions,deadline_failures,sla_violations,rejections,fail_deadline_missed_while_running,raw_latency,raw_sla,raw_rejection,raw_balance,raw_energy,raw_utilization,w_latency,w_sla,w_rejection,w_balance,w_energy,w_utilization,fail_server_full_or_incompatible
FIFO,normal,normal,True,normal_normal,2,90002,55.0,1.0,54.0,0.01818181818181818,1898.0689303971844,1.0,3944.578002863147,36800.0,90002.0,10000.0,0.0,55.0,-200.23275954550354,1898.0689303971844,0.0,54.0,54.0,0.0,54.0,1.8980689303971845,61.5,0.0,23.04730577548155,39.445780028631475,0.19622658065839277,-0.9490344651985922,-184.5,0.0,-6.914191732644464,-7.889156005726294,0.01962265806583928,0.0
RoundRobin,normal,normal,True,normal_normal,2,90002,55.0,23.0,32.0,0.41818181818181815,700.1404027531078,1.0,1915.460488215587,16790.0,90002.0,10000.0,0.0,55.0,-140.88498642403607,971.6138453857887,0.0,32.0,32.0,0.0,32.0,16.103229263321477,42.5,0.0,6.021712938878525,19.154604882155866,3.040630657193771,-8.051614631660739,-127.5,0.0,-1.8065138816635564,-3.830920976431175,0.30406306571937713,0.0
Random,normal,normal,True,normal_normal,2,90002,55.0,25.0,30.0,0.45454545454545453,819.1556757998845,0.96,1993.3715246364113,17480.0,90002.0,10000.0,0.0,55.0,-137.14953022557955,1532.8326243784309,1.0,30.0,31.0,0.0,30.0,20.478891894997112,40.5,0.0,5.8184687630831355,19.933715246364116,3.2219940011678774,-10.239445947498556,-121.5,0.0,-1.74554062892494,-3.9867430492728224,0.3221994001167879,0.0
Greedy,normal,normal,True,normal_normal,2,90002,55.0,29.0,26.0,0.5272727272727272,733.5432421261396,0.9655172413793104,1414.910039761479,11760.0,90002.0,10000.0,0.0,55.0,-119.63214283185452,1247.531338090651,1.0,26.0,27.0,0.0,26.0,21.272754021658056,35.0,0.0,5.29102833678078,14.149100397614793,4.213627595316973,-10.636377010829028,-105.0,0.0,-1.5873085010342332,-2.8298200795229573,0.42136275953169733,0.0
PPO,normal,normal,True,normal_normal,2,90002,55.0,27.0,28.0,0.4909090909090909,602.5560739157219,0.9629629629629629,3352.6764692843863,30330.0,90002.0,10000.0,0.0,55.0,-115.3804152400528,952.6167183325396,1.0,28.0,29.0,0.0,28.0,16.269013995724492,32.0,0.0,16.192723208818798,33.52676469284386,3.1726165902387486,-8.134506997862246,-96.0,0.0,-4.857816962645637,-6.7053529385687725,0.317261659023875,0.0
FIFO,normal,normal,True,normal_normal,3,90003,58.0,4.0,54.0,0.06896551724137931,1019.9381929770318,1.0,3345.491194049677,30870.0,90003.0,10000.0,0.0,58.0,-187.14306965944036,1541.9685478713318,0.0,54.0,54.0,0.0,54.0,4.079752771908128,57.0,0.0,25.051117152638792,33.454911940496764,1.031242604047297,-2.039876385954064,-171.0,0.0,-7.515335145791637,-6.6909823880993535,0.10312426040472973,0.0
RoundRobin,normal,normal,True,normal_normal,3,90003,58.0,33.0,25.0,0.5689655172413793,775.0477504360117,0.9696969696969697,1958.3313773875213,16660.0,90003.0,10000.0,0.0,58.0,-109.60836549797607,1374.0446731327602,1.0,25.0,26.0,0.0,25.0,25.576575764388384,30.5,0.0,6.413481795297894,19.58331377387521,5.2062967758254155,-12.788287882194192,-91.5,0.0,-1.924044538589368,-3.9166627547750426,0.5206296775825415,0.0
Random,normal,normal,True,normal_normal,3,90003,58.0,31.0,27.0,0.5344827586206896,836.7453432822089,1.0,1837.5822199664235,15530.0,90003.0,10000.0,0.0,58.0,-115.97701575061768,1456.1998948901996,0.0,27.0,27.0,0.0,27.0,25.93910564174847,32.5,0.0,7.89546008652609,18.37582219966424,5.363395361472077,-12.969552820874235,-97.5,0.0,-2.368638025957826,-3.675164439932847,0.536339536147208,0.0
Greedy,normal,normal,True,normal_normal,3,90003,58.0,41.0,17.0,0.7068965517241379,866.008739661949,1.0,1478.6892815708632,11760.0,90003.0,10000.0,0.0,58.0,-94.01877554299587,1566.1467141237817,0.0,17.0,17.0,0.0,17.0,35.50635832613992,24.0,0.0,6.4589585437042345,14.786892815708633,6.2946974632709045,-17.75317916306996,-72.0,0.0,-1.9376875631112696,-2.9573785631417264,0.6294697463270907,0.0
PPO,normal,normal,True,normal_normal,3,90003,58.0,33.0,25.0,0.5689655172413793,668.2856309790532,1.0,3248.8795523237436,28950.0,90003.0,10000.0,0.0,58.0,-109.0134655131626,966.7668027455711,0.0,25.0,25.0,0.0,25.0,22.053425822308753,29.0,0.0,16.585147497135274,32.488795523237435,4.8655075177984335,-11.026712911154377,-87.0,0.0,-4.975544249140582,-6.497759104647487,0.48655075177984336,0.0
FIFO,normal,normal,True,normal_normal,4,90004,53.0,4.0,49.0,0.07547169811320754,1499.24763112268,1.0,3602.7953460261115,33410.0,90004.0,10000.0,0.0,53.0,-167.90371655116866,2354.2354014300017,0.0,49.0,49.0,0.0,49.0,5.9969905244907205,50.5,0.0,20.77449368641777,36.02795346026112,0.32717509054244825,-2.9984952622453602,-151.5,0.0,-6.232348105925331,-7.205590692052223,0.03271750905424482,0.0
RoundRobin,normal,normal,True,normal_normal,4,90004,53.0,32.0,21.0,0.6037735849056604,895.2029683594319,1.0,2111.247973039006,18160.0,90004.0,10000.0,0.0,53.0,-90.90174353054715,1399.9647686652563,0.0,21.0,21.0,0.0,21.0,28.646494987501818,23.5,0.0,7.8016947127984615,21.112479730390064,4.845083231212924,-14.323247493750909,-70.5,0.0,-2.3405084138395384,-4.222495946078013,0.48450832312129255,0.0
Random,normal,normal,True,normal_normal,4,90004,53.0,28.0,25.0,0.5283018867924528,808.2357884961948,1.0,2412.7171991452965,21360.0,90004.0,10000.0,0.0,53.0,-109.1720814805669,1303.1268600965036,0.0,25.0,25.0,0.0,25.0,22.63060207789345,30.5,0.0,6.236287159852603,24.12717199145296,3.395401046262184,-11.315301038946725,-91.5,0.0,-1.8708861479557812,-4.825434398290593,0.3395401046262183,0.0
Greedy,normal,normal,True,normal_normal,4,90004,53.0,33.0,20.0,0.6226415094339622,933.7867504540473,1.0,1344.6611110769331,11060.0,90004.0,10000.0,0.0,53.0,-90.59355243362272,1325.6415289117267,0.0,20.0,20.0,0.0,20.0,30.814962764983562,24.0,0.0,3.1562891252661607,13.446611110769332,4.501379086027728,-15.407481382491781,-72.0,0.0,-0.9468867375798478,-2.6893222221538657,0.4501379086027729,0.0
PPO,normal,normal,True,normal_normal,4,90004,53.0,29.0,24.0,0.5471698113207547,749.9476867688685,1.0,3266.6922295008153,29410.0,90004.0,10000.0,0.0,53.0,-97.15007649140577,1339.710485944047,0.0,24.0,24.0,0.0,24.0,21.74848291629719,25.0,0.0,16.85052955513866,32.66692229500815,3.1270829228604518,-10.874241458148594,-75.0,0.0,-5.0551588665416,-6.533384459001631,0.312708292286045,0.0
FIFO,normal,normal,True,normal_normal,5,90005,47.0,2.0,45.0,0.0425531914893617,2020.3333839163945,1.0,2443.8544527124673,22630.0,90005.0,10000.0,0.0,47.0,-138.51918844268033,2263.8132586530887,0.0,45.0,45.0,0.0,45.0,4.040666767832789,42.5,0.0,13.950910089746502,24.438544527124673,0.7412687358494834,-2.0203333839163946,-127.5,0.0,-4.185273026923951,-4.887708905424935,0.07412687358494835,0.0
RoundRobin,normal,normal,True,normal_normal,5,90005,47.0,38.0,9.0,0.8085106382978723,770.147638383301,0.9736842105263158,1437.9557723192802,11470.0,90005.0,10000.0,0.0,47.0,-55.27474497354798,1326.1842019344697,1.0,9.0,10.0,0.0,9.0,29.265610258565438,12.0,0.0,7.21329513526046,14.3795577231928,3.9796024095143636,-14.632805129282719,-36.0,0.0,-2.1639885405781385,-2.875911544638561,0.39796024095143645,0.0
Random,normal,normal,True,normal_normal,5,90005,47.0,29.0,18.0,0.6170212765957447,792.1408764384914,0.9655172413793104,1484.3318404973927,12340.0,90005.0,10000.0,0.0,47.0,-79.42985276600169,1341.3946000526032,1.0,18.0,19.0,0.0,18.0,22.972085416716254,21.0,0.0,7.735165765340695,14.843318404973928,3.4540335295344575,-11.486042708358127,-63.0,0.0,-2.3205497296022077,-2.968663680994785,0.34540335295344604,0.0
Greedy,normal,normal,True,normal_normal,5,90005,47.0,37.0,10.0,0.7872340425531915,811.3891749624528,1.0,1332.0642736575287,10570.0,90005.0,10000.0,0.0,47.0,-59.55764649734087,1364.683305522846,0.0,10.0,10.0,0.0,10.0,30.021399473610753,13.5,0.0,5.937179533559899,13.320642736575287,3.983356468475435,-15.010699736805377,-40.5,0.0,-1.78115386006797,-2.664128547315057,0.39833564684754347,0.0
PPO,normal,normal,True,normal_normal,5,90005,47.0,25.0,22.0,0.5319148936170213,681.7993864234656,1.0,2192.061783302188,19440.0,90005.0,10000.0,0.0,47.0,-69.48354252446111,1032.7370965888774,0.0,22.0,22.0,0.0,22.0,17.04498466058664,18.0,0.0,9.363776580688024,21.92061783302188,2.3220634664298667,-8.52249233029332,-54.0,0.0,-2.8091329742064066,-4.384123566604376,0.23220634664298648,0.0
FIFO,normal,normal,True,normal_normal,6,90006,55.0,3.0,52.0,0.05454545454545454,1000.3773159832022,1.0,2899.1080338226902,26900.0,90006.0,10000.0,0.0,55.0,-194.9860348356146,1961.5003327316097,0.0,52.0,52.0,0.0,52.0,3.001131947949606,60.5,0.0,20.718965825448777,28.991080338226904,0.2843695364021592,-1.500565973974803,-181.5,0.0,-6.215689747634634,-5.798216067645381,0.028436953640215923,0.0
RoundRobin,normal,normal,True,normal_normal,6,90006,55.0,29.0,26.0,0.5272727272727272,735.9366476074717,1.0,1714.5505778366785,14590.0,90006.0,10000.0,0.0,55.0,-110.00839800218948,1111.0052322478753,0.0,26.0,26.0,0.0,26.0,21.342162780616682,31.5,0.0,5.906557461974658,17.14550577836679,3.6375178238462857,-10.671081390308341,-94.5,0.0,-1.7719672385923988,-3.4291011556733566,0.3637517823846287,0.0
Random,normal,normal,True,normal_normal,6,90006,55.0,28.0,27.0,0.509090909090909,741.9111000812178,0.9642857142857143,1909.6524352081242,16450.0,90006.0,10000.0,0.0,55.0,-125.43326031248768,1212.7810667197882,1.0,27.0,28.0,0.0,27.0,20.773510802274096,36.5,0.0,6.8857181880883225,19.096524352081243,3.3851541549212265,-10.386755401137048,-109.5,0.0,-2.0657154564264966,-3.8193048704162478,0.33851541549212283,0.0
Greedy,normal,normal,True,normal_normal,6,90006,55.0,28.0,27.0,0.509090909090909,729.3752103206932,1.0,1341.7679029059102,11000.0,90006.0,10000.0,0.0,55.0,-124.78237221207159,1078.4143881590178,0.0,27.0,27.0,0.0,27.0,20.422505888979416,37.0,0.0,4.368732899377902,13.417679029059103,4.230364080433072,-10.211252944489708,-111.0,0.0,-1.3106198698133702,-2.6835358058118204,0.4230364080433073,0.0
PPO,normal,normal,True,normal_normal,6,90006,55.0,31.0,24.0,0.5636363636363636,604.7663405609115,1.0,3491.1750072741092,31470.0,90006.0,10000.0,0.0,55.0,-110.94481343294265,845.1997315718327,0.0,24.0,24.0,0.0,24.0,18.747756557388257,30.0,0.0,16.261023070085383,34.911750072741086,2.897217813253224,-9.373878278694129,-90.0,0.0,-4.878306921025614,-6.982350014548218,0.28972178132532245,0.0
FIFO,normal,normal,True,normal_normal,7,90007,46.0,0.0,46.0,0.0,0.0,0.0,2753.481518017322,25700.0,90007.0,10000.0,0.0,46.0,-155.2130334157747,0.0,0.0,46.0,46.0,0.0,46.0,0.0,48.5,0.0,14.045151990409945,27.534815180173215,0.07475217382916378,0.0,-145.5,0.0,-4.213545597122984,-5.506963036034643,0.007475217382916379,0.0
RoundRobin,normal,normal,True,normal_normal,7,90007,46.0,26.0,20.0,0.5652173913043478,750.9742553651024,1.0,1562.06133943473,13410.0,90007.0,10000.0,0.0,46.0,-85.77529654510163,1357.607536753658,0.0,20.0,20.0,0.0,20.0,19.52533063949266,24.0,0.0,3.667442793662918,15.620613394347298,2.1172429161302526,-9.76266531974633,-72.0,0.0,-1.1002328380988753,-3.124122678869461,0.21172429161302528,0.0
Random,normal,normal,True,normal_normal,7,90007,46.0,28.0,18.0,0.6086956521739131,741.4718146859537,1.0,1705.148588335142,14780.0,90007.0,10000.0,0.0,46.0,-79.9092452968855,1189.0012616640877,0.0,18.0,18.0,0.0,18.0,20.76121081120671,21.5,0.0,6.033323792804859,17.051485883351422,1.9165442322959378,-10.380605405603355,-64.5,0.0,-1.8099971378414583,-3.4102971766702836,0.19165442322959386,0.0
Greedy,normal,normal,True,normal_normal,7,90007,46.0,27.0,19.0,0.5869565217391305,812.3039736791242,1.0,1326.4120014446682,11120.0,90007.0,10000.0,0.0,46.0,-83.30037766585556,1477.9768450692927,0.0,19.0,19.0,0.0,19.0,21.932207289336354,23.0,0.0,3.126079095837326,13.264120014446682,2.563737104531237,-10.966103644668177,-69.0,0.0,-0.9378237287511973,-2.652824002889337,0.2563737104531237,0.0
PPO,normal,normal,True,normal_normal,7,90007,46.0,21.0,25.0,0.45652173913043476,564.9044384428817,1.0,3091.7540112617835,28330.0,90007.0,10000.0,0.0,46.0,-93.57906676290895,826.3803762981224,0.0,25.0,25.0,0.0,25.0,11.862993207300512,26.0,0.0,11.984860053335266,30.917540112617836,1.31395879265452,-5.931496603650256,-78.0,0.0,-3.595458016000579,-6.183508022523568,0.13139587926545201,0.0
FIFO,normal,normal,True,normal_normal,8,90008,61.0,3.0,58.0,0.04918032786885246,1268.146588098308,1.0,3324.0387952172455,30850.0,90008.0,10000.0,0.0,61.0,-184.29243632247756,1535.894701567346,0.0,58.0,58.0,0.0,58.0,3.8044397642949246,56.0,0.0,26.0223059848379,33.240387952172455,0.6455294555575207,-1.9022198821474623,-168.0,0.0,-7.806691795451371,-6.648077590434491,0.06455294555575207,0.0
RoundRobin,normal,normal,True,normal_normal,8,90008,61.0,42.0,19.0,0.6885245901639344,785.7513871102918,1.0,1558.3303735716206,12380.0,90008.0,10000.0,0.0,61.0,-88.64246571399663,1272.9185000879356,0.0,19.0,19.0,0.0,19.0,33.001558258632265,22.5,0.0,7.632290884250686,15.58330373571621,7.6466142773794825,-16.500779129316133,-67.5,0.0,-2.2896872652752056,-3.116660747143242,0.764661427737948,0.0
Random,normal,normal,True,normal_normal,8,90008,61.0,38.0,23.0,0.6229508196721312,872.411289347509,0.9736842105263158,1539.9735078738624,12190.0,90008.0,10000.0,0.0,61.0,-106.94409046425503,1563.9543377874518,1.0,23.0,24.0,0.0,23.0,33.15162899520534,28.5,0.0,8.30835394745535,15.399735078738622,7.041772333320024,-16.57581449760267,-85.5,0.0,-2.4925061842366056,-3.0799470157477247,0.7041772333320023,0.0
Greedy,normal,normal,True,normal_normal,8,90008,61.0,44.0,17.0,0.7213114754098361,844.3874338881316,1.0,1403.2355912266219,10890.0,90008.0,10000.0,0.0,61.0,-91.77819923638214,1419.6810107819886,0.0,17.0,17.0,0.0,17.0,37.15304709107779,23.0,0.0,6.8398012723336,14.03235591226622,6.5673587331006305,-18.576523545538894,-69.0,0.0,-2.05194038170008,-2.8064711824532433,0.6567358733100633,0.0
PPO,normal,normal,True,normal_normal,8,90008,61.0,33.0,28.0,0.5409836065573771,664.1870451935353,1.0,3387.32919711041,30090.0,90008.0,10000.0,0.0,61.0,-105.20005764142832,949.5718996374194,0.0,28.0,28.0,0.0,28.0,21.918172491386663,27.5,0.0,18.622114993628944,33.873291971104095,6.203214965745042,-10.959086245693332,-82.5,0.0,-5.5866344980886815,-6.774658394220821,0.620321496574504,0.0
FIFO,normal,normal,True,normal_normal,9,90009,60.0,5.0,55.0,0.08333333333333333,1113.0709160619137,1.0,3282.1471408792368,30270.0,90009.0,10000.0,0.0,60.0,-193.56884573541754,1357.9046136927473,0.0,55.0,55.0,0.0,55.0,5.5653545803095685,58.5,0.0,29.511584959491195,32.82147140879237,1.3160132434306158,-2.7826772901547843,-175.5,0.0,-8.853475487847358,-6.564294281758475,0.1316013243430616,0.0
RoundRobin,normal,normal,True,normal_normal,9,90009,60.0,37.0,23.0,0.6166666666666667,803.9242830648785,0.972972972972973,2154.6173549805085,18520.0,90009.0,10000.0,0.0,60.0,-106.28644231097653,1389.3729299205104,1.0,23.0,24.0,0.0,23.0,29.745198473400503,28.5,0.0,7.199973900498989,21.546173549805083,5.55383805834474,-14.872599236700252,-85.5,0.0,-2.1599921701496974,-4.309234709961016,0.555383805834474,0.0
Random,normal,normal,True,normal_normal,9,90009,60.0,35.0,25.0,0.5833333333333334,784.0175530056808,1.0,2198.731725339258,18820.0,90009.0,10000.0,0.0,60.0,-107.46341636311689,1195.018300041594,0.0,25.0,25.0,0.0,25.0,27.440614355198825,28.5,0.0,14.384587443421816,21.98731725339258,4.697304981876166,-13.720307177599413,-85.5,0.0,-4.315376233026547,-4.397463450678516,0.46973049818761636,0.0
Greedy,normal,normal,True,normal_normal,9,90009,60.0,39.0,21.0,0.65,855.9492610992563,0.9743589743589743,1359.921137780376,10720.0,90009.0,10000.0,0.0,60.0,-108.99050741118536,1391.111808352605,1.0,21.0,22.0,0.0,21.0,33.38202118287099,29.5,0.0,5.367537992690991,13.599211377803762,5.306068536181671,-16.691010591435496,-88.5,0.0,-1.610261397807297,-2.719842275560752,0.5306068536181667,0.0
PPO,normal,normal,True,normal_normal,9,90009,60.0,33.0,27.0,0.55,727.0765475249127,0.9696969696969697,3168.1098207390337,28110.0,90009.0,10000.0,0.0,60.0,-117.28407940061372,1297.7733322229728,1.0,27.0,28.0,0.0,27.0,23.99352606832212,31.0,0.0,21.346425569443305,31.68109820739034,4.528309458583882,-11.99676303416106,-93.0,0.0,-6.403927670832994,-6.336219641478068,0.45283094585838796,0.0
FIFO,normal,normal,True,normal_normal,10,90010,42.0,2.0,40.0,0.047619047619047616,1214.160049969957,1.0,2490.5069758528966,23180.0,90010.0,10000.0,0.0,42.0,-136.1958247053981,1751.8150820825474,0.0,40.0,40.0,0.0,40.0,2.4283200999399144,42.0,0.0,13.45748899005381,24.905069758528967,0.3659599329378405,-1.2141600499699572,-126.0,0.0,-4.037246697016142,-4.981013951705794,0.03659599329378406,0.0
RoundRobin,normal,normal,True,normal_normal,10,90010,42.0,28.0,14.0,0.6666666666666666,700.0816385247051,1.0,1597.6074054144535,13720.0,90010.0,10000.0,0.0,42.0,-69.50679944875583,1100.3000505642979,0.0,14.0,14.0,0.0,14.0,19.60228587869174,18.5,0.0,4.1392662758562295,15.97607405414454,2.3133818417582757,-9.80114293934587,-55.5,0.0,-1.2417798827568691,-3.195214810828907,0.23133818417582752,0.0
Random,normal,normal,True,normal_normal,10,90010,42.0,20.0,22.0,0.47619047619047616,850.6436655762755,1.0,1988.248740039124,17640.0,90010.0,10000.0,0.0,42.0,-94.86199704557367,1420.1005175052226,0.0,22.0,22.0,0.0,22.0,17.01287331152551,27.0,0.0,5.26610944885839,19.88248740039124,2.0076992492481947,-8.506436655762755,-81.0,0.0,-1.5798328346575174,-3.9764974800782475,0.20076992492481938,0.0
Greedy,normal,normal,True,normal_normal,10,90010,42.0,29.0,13.0,0.6904761904761905,755.6699586678105,0.9655172413793104,1314.5510992926763,10960.0,90010.0,10000.0,0.0,42.0,-71.20080528849628,1252.1602557838555,1.0,13.0,14.0,0.0,13.0,21.914428801366505,19.0,0.0,2.937085424061116,13.14551099292676,2.6663693799065777,-10.957214400683252,-57.0,0.0,-0.8811256272183348,-2.6291021985853527,0.2666369379906578,0.0
PPO,normal,normal,True,normal_normal,10,90010,42.0,22.0,20.0,0.5238095238095238,637.2659821520347,1.0,2733.282592511231,24800.0,90010.0,10000.0,0.0,42.0,-75.22541573418805,931.4788614178136,0.0,20.0,20.0,0.0,20.0,14.019851607344766,20.0,0.0,9.740460122791186,27.33282592511231,1.7321329134416097,-7.009925803672383,-60.0,0.0,-2.9221380368373553,-5.466565185022462,0.17321329134416105,0.0
FIFO,normal,normal,True,normal_normal,11,90011,50.0,5.0,45.0,0.1,1418.767487607468,1.0,2810.5633660773265,25870.0,90011.0,10000.0,0.0,50.0,-162.34479197338254,1874.444142572421,0.0,45.0,45.0,0.0,45.0,7.09383743803734,49.5,0.0,15.88592260007813,28.105633660773265,0.8903025781419498,-3.54691871901867,-148.5,0.0,-4.765776780023439,-5.621126732154654,0.089030257814195,0.0
RoundRobin,normal,normal,True,normal_normal,11,90011,50.0,29.0,21.0,0.58,738.2176761325499,0.9655172413793104,1401.0866034470841,11680.0,90011.0,10000.0,0.0,50.0,-94.19506847247969,1098.137465843643,1.0,21.0,22.0,0.0,21.0,21.40831260784394,26.5,0.0,5.3073182282410345,14.01086603447084,4.034565068087358,-10.70415630392197,-79.5,0.0,-1.59219546847231,-2.802173206894168,0.4034565068087356,0.0
Random,normal,normal,True,normal_normal,11,90011,50.0,29.0,21.0,0.58,747.833981924069,1.0,1740.0420482461782,14860.0,90011.0,10000.0,0.0,50.0,-78.2892291797213,1118.0508541412696,0.0,21.0,21.0,0.0,21.0,21.687185475798003,21.0,0.0,4.5147359929760436,17.400420482461783,3.888684525628618,-10.843592737899002,-63.0,0.0,-1.3544207978928133,-3.4800840964923574,0.3888684525628618,0.0
Greedy,normal,normal,True,normal_normal,11,90011,50.0,32.0,18.0,0.64,780.7863504002102,0.9375,1404.4578454226817,11520.0,90011.0,10000.0,0.0,50.0,-92.97484916465739,1019.4482526912149,2.0,18.0,20.0,0.0,18.0,24.98516321280673,25.5,0.0,5.274210026937966,14.044578454226816,4.089111406727445,-12.492581606403364,-76.5,0.0,-1.582263008081389,-2.8089156908453634,0.4089111406727447,0.0
PPO,normal,normal,True,normal_normal,11,90011,50.0,27.0,23.0,0.54,683.3940040829456,0.9629629629629629,3157.250860123001,28410.0,90011.0,10000.0,0.0,50.0,-99.96888895283462,959.7188493612714,1.0,23.0,24.0,0.0,23.0,18.451638110239536,27.0,0.0,12.37693060334016,31.572508601230012,2.845110035332041,-9.225819055119768,-81.0,0.0,-3.7130791810020485,-6.314501720246003,0.28451100353320397,0.0
FIFO,normal,normal,True,normal_normal,12,90012,38.0,6.0,32.0,0.15789473684210525,1381.1538244298965,1.0,2085.053886183991,19080.0,90012.0,10000.0,0.0,38.0,-115.96317027469352,1818.914355758689,0.0,32.0,32.0,0.0,32.0,8.286922946579379,35.0,0.0,9.137207353198693,20.850538861839908,0.91561176923735,-4.1434614732896895,-105.0,0.0,-2.7411622059596077,-4.170107772367982,0.091561176923735,0.0
RoundRobin,normal,normal,True,normal_normal,12,90012,38.0,22.0,16.0,0.5789473684210527,721.8086234312855,1.0,1330.1390971171031,11250.0,90012.0,10000.0,0.0,38.0,-62.58127853228087,1387.211840026261,0.0,16.0,16.0,0.0,16.0,15.879789715488279,17.0,0.0,4.052416980275702,13.30139097117103,2.346196137801669,-7.9398948577441395,-51.0,0.0,-1.2157250940827111,-2.660278194234206,0.23461961378016685,0.0
